code,name_of_the_station,uf,january,february,march,april,may,june,july,august,september,october,november,december,year,longitude,latitude
82704,CRUZEIRO DO SUL,AC,247,258.3,292.6,232.8,155.6,89.7,59.1,76.4,113.2,191,222.2,229.5,2167.4,-72.66666666,-7.6
82915,RIO BRANCO,AC,294.4,298.4,278.1,207.4,87.7,32.8,31.9,56.5,84.8,153,206.7,265.9,1997.6,-67.86666666,-9.95
82807,TARAUACA,AC,281.7,257.6,326.8,200.9,135.9,60.9,48.7,62.5,112,193.1,262.3,270.5,2212.9,-70.76666666,-8.16666666
82989,AGUA BRANCA,AL,39.7,57,108.5,85,147.9,178.4,164.9,99.8,41.5,29.5,28.4,42,1022.6,-37.9,-9.28333333
82994,MACEIO,AL,83,72.9,117.4,207.5,296.9,353.8,265.2,201.5,120.2,61.6,46.9,40.5,1867.4,-35.7,-9.66666666
82992,PALMEIRA DOS INDIOS,AL,38.5,42.9,68.2,99,131,167.7,134.2,86.6,41.8,19,15.9,33.4,878.2,-36.7,-9.45
82990,PAO DE ACUCAR,AL,56.5,36.7,50.9,59.8,86.5,90,81.5,56.1,24.6,19.3,12,12.8,586.7,-37.43333333,-9.75
82996,PORTO DE PEDRAS,AL,68.2,90.9,201.1,211.6,227.6,305.7,240.4,166.2,91.9,43.2,32.5,39.6,1718.9,-35.43333333,-9.18333333
82113,BARCELOS,AM,175.2,185.9,262.7,326.7,312.5,259.5,188.4,136.9,109.9,102.6,139.9,162.4,2362.6,-60.91666666,-0.96666666
82410,BENJAMIN CONSTANT,AM,331.9,283.6,299.3,261.6,208.3,145.6,107.8,105.9,136,210.8,247.1,252.9,2590.8,-70.03333333,-4.38333333
82425,COARI,AM,264.5,265.5,322.3,272.4,213.1,128.9,87.2,68.9,100.4,156.7,215.6,261.7,2357.2,-63.13333333,-4.08333333
82326,CODAJAS,AM,332.5,356.4,422.9,402.4,297.4,158.1,108.4,91.7,136.5,186,231.8,346.3,3070.4,-62.055277769999996,-3.8411111
82610,EIRUNEPE,AM,281.7,273.1,267.9,264.4,154.6,87.8,59.3,78,137.1,189.6,233.7,278,2305.2,-69.86666666,-6.66666666
82212,FONTE BOA,AM,237.9,207.9,257.3,278,271.2,215.4,179.4,134.7,146.1,188,176.6,216.6,2509.1,-66.16666666,-2.53333333
82067,IAUARETE,AM,233.3,234.5,279.1,328.5,378.7,341.1,313.2,243.9,220.9,240.6,215.7,233.2,3262.7,-69.18333333,0.61
82336,ITACOATIARA,AM,327.2,286,371.2,301.6,255.5,152.1,100.6,74.9,84.3,97,147.1,214.9,2412.4,-58.43333333,-3.13333333
82723,LABREA,AM,314.1,315.2,357.7,273.7,147.8,46.1,32.4,72.7,112.5,198.8,243.2,291.2,2405.4,-64.83333333,-7.25
82331,MANAUS,AM,287,295.1,300,319,246.9,118.3,75.4,64.3,76.3,104.1,169.2,245.6,2301.2,-60.01638888,-3.10333333
82533,MANICORE,AM,319.7,347.9,327.3,315.9,210.3,101,48.6,60.5,104.9,199.6,220.5,266.7,2522.9,-61.3,-5.81666666
82240,PARINTINS,AM,292.7,335.6,363.6,346,281.1,186.4,149.9,73.8,63.1,76.7,116.3,189.7,2474.9,-56.73333333,-2.63333333
82106,SAO GABRIEL DA CACHOEIRA(UAUPES),AM,295.7,239,246.9,264.5,346.5,294.1,253.2,209.8,181.6,195.5,204.2,273,3004,-67.06111111,-0.12499999
82317,TEFE,AM,274.2,247.1,306.5,297.1,254.3,158.2,120.5,96.4,132.9,160.3,181,217.2,2445.7,-64.7,-3.83333333
82098,MACAPA,AP,294.7,343.3,394.2,384,319.5,244.7,190.8,92.4,28,34.8,69.8,153.5,2549.7,-51.11666666,-0.05
82095,PORTO PLATON,AP,288.3,NA,307.7,347,326,221.1,176.7,124.7,63.4,84.9,91.2,125.5,NA,-51.45,0.7
82092,SERRA DO NAVIO,AP,238.4,311.2,304.6,273,282.5,206,168.1,135.1,81.6,78.6,96.4,167.3,2342.8,-52.01666666,0.9
83249,ALAGOINHAS,BA,59.8,65.4,75.6,124.6,153.7,152,109.3,93.2,66.7,48.6,61.2,63.2,1073.3,-38.42555556,-12.14833333
83179,BARRA,BA,97.9,100.4,125.5,77.9,15.3,2,0.2,0.6,8.5,33.5,93.5,115.1,670.4,-43.16666666,-11.08333333
83236,BARREIRAS,BA,164.6,126.8,154.9,74.5,23.7,3.6,1,1.3,10.4,65.6,173.3,203.7,1003.4,-45.00777777,-12.15555555
83288,BOM JESUS DA LAPA,BA,118.5,100.3,111.7,52.5,10.1,1.9,0.6,2.6,15.8,54.7,121,207.8,797.5,-43.40527777,-13.25138888
83339,CAETITE,BA,98.4,69,120.7,45.8,12.5,10.1,10.4,4.9,17.6,61.9,153.6,164.6,769.5,-42.48333333,-14.06666666
83226,CAMACARI,BA,87,101.7,143.7,226.9,244.4,232.8,184.9,139.7,103,85.8,111.8,74.9,1736.6,-38.31666666,-12.66666666
83398,CANAVIEIRAS,BA,95.2,118.4,180.2,195.5,145.1,135.5,140,91.2,77.4,124.8,143.2,145.3,1591.8,-38.95,-15.66666666
83498,CARAVELAS,BA,83.8,66.7,147.5,161.8,134.9,85.1,105.6,58.3,90.2,102.7,220.7,148,1405.3,-39.25833333,-17.73916666
83408,CARINHANHA,BA,101.8,105.2,119.5,42.2,5,2.1,0.4,0.2,9.5,35.3,145.3,191.1,757.6,-43.76666666,-14.28333333
83192,CIPO,BA,35.9,43.5,64.3,54.7,57.8,62.2,52.8,36,27.4,24.8,56,39,554.4,-38.51666666,-11.08333333
83286,CORRENTINA,BA,130,104.4,145.5,62,9,0.5,0.3,2.3,10.2,74.2,164.7,220.8,923.9,-44.61722221,-13.33222221
83222,CRUZ DAS ALMAS,BA,63,70.2,97.5,136.5,122.8,142.6,122.8,91.3,79.6,54.8,76.8,59.5,1117.4,-39.08333333,-12.66666666
83221,FEIRA DE SANTANA,BA,68.8,79.1,40.8,66.8,84.7,94.9,72.1,56.5,41.6,31.6,67.4,50,754.3,-38.96722221,-12.1961111
83446,GUARATINGA,BA,98.4,85.9,140.2,101.6,57.3,48.5,58.8,44.2,51.2,83.3,171.5,155.6,1096.5,-39.55,-16.73333333
83182,IRECE,BA,91.8,81.2,112.5,45.7,16.2,1.2,1.1,0.8,4.1,34.3,99.2,120.9,609,-41.86666666,-11.3
83244,ITABERABA,BA,68.3,61.7,95.7,58.7,32.4,36.1,33.3,20.3,18.4,38.5,74.3,80.2,617.9,-40.28333333,-12.51666666
83295,ITIRUCU (JAGUAQUARA),BA,67.4,76,97.5,64.1,52.5,64.3,62.1,47.3,44.3,47.1,103.1,90.5,816.2,-40.11972221,-13.52805554
83292,ITUACU,BA,76,74.7,91.9,54.4,18.6,14.7,8.8,6.3,17.3,42.1,93,120.1,617.9,-41.3,-13.81277777
83186,JACOBINA,BA,104.5,67.9,136.8,82.1,45.9,42.2,36.7,33.6,21.8,30.2,83.8,101.1,786.6,-40.53416666,-11.17277777
83242,LENCOIS,BA,116,96.4,182.7,124.9,59.8,50.7,36.9,35.4,28.5,72.5,132.3,132.6,1068.7,-41.38888888,-12.5575
83090,MONTE SANTO,BA,55.5,57.6,68,63,52.6,62.7,51,34.8,18.9,25.2,49.8,64,603.1,-39.3311111,-10.44249999
83184,MORRO DO CHAPEU,BA,71.1,65.1,102,63.1,29.6,33.3,29.5,23.6,18.1,38.4,97.2,83.5,654.5,-41.21666666,-11.21666666
82986,PAULO AFONSO,BA,49.2,38.3,76.8,75.3,54.2,62.6,49.3,29,11.7,17.1,19.5,30,513,-38.21666666,-9.36666666
82979,REMANSO,BA,125,110.6,125.3,60.8,9,2.2,0.7,1.2,2.3,21.3,74,89,621.4,-42.1,-9.63333333
83229,SALVADOR (ONDINA),BA,82.5,107.2,156.8,295.7,279.8,245.6,208.6,133.5,101.6,95.2,106.5,58.1,1871.1,-38.50583333,-13.00527777
83088,SENHOR DO BONFIM,BA,75.5,65.6,96.2,80.6,73.4,79.7,63.3,40.3,21.1,28.7,65.1,62.8,752.3,-40.18333333,-10.46666666
83190,SERRINHA,BA,71,56.2,83.1,69.6,71.3,95.2,67.6,54.4,38.6,38.2,63.4,65.7,774.3,-38.96666666,-11.63333333
83076,STa. R. DE CASSIA (IBIPETUBA),BA,141.8,128.7,169.1,77.5,24.2,1.4,0,2.6,9.4,78.3,169.4,174,976.4,-44.51666666,-11.01666666
83344,VITORIA DA CONQUISTA,BA,98.7,76.7,114,57.4,24,20.8,24.8,19.9,20.8,45.9,129.5,125.6,758.1,-40.8,-14.88333333
82294,ACARAU,CE,113.5,173.1,321.1,308.9,142.3,64.6,25.1,5.3,2.3,2.1,2.5,14.5,1175.3,-40.13333333,-2.88333333
82784,BARBALHA,CE,190.9,202.1,231.7,188.5,64.6,12.1,20.6,2.9,2.9,15.1,29.5,99,1059.9,-39.3,-7.31666666
82777,CAMPOS SALES,CE,99,111.7,137.6,109.4,35,4.8,5.4,0.9,2.1,10.3,19.8,63.1,599.1,-40.38333333,-7
82583,CRATEUS,CE,117.4,122.5,183.6,178.7,67.1,13.1,6.8,7.1,0.7,6.5,11.1,23.8,738.4,-40.66666666,-5.16666666
82397,FORTALEZA,CE,134.6,186.9,349.4,412.8,255.1,153.7,70.1,24.9,17.8,11,9.1,43.5,1668.9,-38.55,-3.76666666
82487,GUARAMIRANGA,CE,176.1,160.3,289.6,317.1,240.8,199.5,92.3,44.7,23.8,26.1,33.5,64.2,1668,-39,-4.28333333
82686,IGUATU,CE,133.8,167.3,221.2,196.8,102.7,27.6,12.6,14.4,12.3,19,7.9,67.5,983.1,-39.3,-6.36666666
82493,JAGUARUANA,CE,62.9,92,192.1,186.8,107.3,43.6,17.3,7.1,2.6,2.2,0.8,9.4,724.1,-37.76666666,-4.78333333
82588,MORADA NOVA,CE,83.6,99.6,168.5,177.8,104.8,66.1,22.3,10,1.5,3,1.7,27,765.9,-38.36666666,-5.11666666
82586,QUIXERAMOBIM,CE,87.7,77.8,146.2,173.1,105.2,55.3,23.4,16.3,2.3,1.3,3.3,20.9,712.8,-39.28333333,-5.16666666
82392,SOBRAL,CE,139.5,153,229.9,217,104.6,33.7,17.7,5.1,0.8,0.8,4.7,24.9,931.7,-40.33333333,-3.73333333
82683,TAUA,CE,109.8,94.3,142,126.9,50.4,16.5,9.8,6,1.8,5.9,5.7,30.7,599.8,-40.41666666,-6
83377,BRASILIA,DF,209.4,183,211.8,133.4,29.7,4.9,6.3,24.1,46.6,159.8,226.9,241.5,1477.4,-47.92583332,-15.78972221
83373,RONCADOR,DF,210.4,190.2,228.5,116,28.3,4.8,0.5,13.1,41.3,122.8,217.5,243.6,1417,-47.88333333,-15.93333333
83038,ARACRUZ,ES,167.2,76.3,163.7,104.4,58.4,38.9,58.7,51.7,79.1,111.3,246.3,219.9,1375.9,-40.25,-19.81666666
83557,BOA ESPERANCA,ES,133.4,76.5,146.1,93.7,39.5,37,40,25.6,41.5,73.2,211,190.9,1108.4,-40.27222221,-18.53694444
83597,LINHARES,ES,156.2,103.9,147.1,106.1,57.7,43.4,49.4,34.5,63.8,95.3,221.1,188.7,1267.2,-40.06666666,-19.41666666
83596,MARILANDIA (COLATINA),ES,164.1,102.9,154.7,76.4,37.9,28.4,29.7,22.6,36,96.7,178.8,201.2,1129.4,-40.53969444,-19.40708333
83647,SANTA TERESA,ES,227.8,95.5,172.6,93,42.8,37.3,42.5,42.7,69,114.3,222.7,226.6,1386.8,-40.58305554,-19.93305554
83550,SAO MATEUS,ES,134.7,91,159.1,122.8,65.5,53.1,63.9,43.7,86.9,115.1,236.1,181.8,1353.7,-39.85,-18.7
83045,VENDA NOVA,ES,224.8,103.6,203.4,118.1,52.8,31.2,32.6,35.7,60,111.3,205.5,277.6,1456.6,-41.18333333,-20.38333333
83648,VITORIA,ES,138.7,79.4,135.3,115.7,73.7,56.3,59.7,49.6,67.9,122.7,219.9,199.7,1318.6,-40.31666666,-20.31666666
83368,ARAGARCAS,GO,308.5,216.3,218.8,79.2,21.9,9.4,7.1,14,45.2,121.5,193.6,268.5,1504,-52.23333333,-15.9
83526,CATALAO,GO,282.9,196.2,224.6,70.2,34.8,8.1,5.3,15.4,41,115.7,178,277.4,1449.6,-47.95,-18.18333333
83379,FORMOSA,GO,235.6,200.4,211.7,93.9,20.6,4.2,3.2,11.8,35.3,123.7,201.9,277.9,1420.2,-47.33861111,-15.54916667
83350,GOIANESIA,GO,274.3,217.9,209.3,91.4,16.4,7,2.8,7.8,42.2,128.8,223.3,297.7,1518.9,-49,-15.21666666
83423,GOIANIA,GO,247.8,222.9,258.2,130.3,28.7,9.7,3.3,16.2,52.8,154.8,218.4,290.4,1633.5,-49.25,-16.66666666
83374,GOIAS,GO,345,268.3,252.4,115,28.9,10.6,4.6,11.8,45.8,147.4,238,341,1808.8,-50.13333333,-15.91666666
83522,IPAMERI,GO,286.3,204.1,206.6,79.4,34,7.9,5.6,13.9,53.2,112.3,193.9,296,1493.2,-48.16666666,-17.71666666
83523,ITUMBIARA,GO,267.8,201.1,179.1,71.9,30.4,12.7,4.6,7.2,50.3,84.8,193.1,255.3,1358.3,-49.21666666,-18.41666666
83464,JATAI,GO,267.3,233,273.1,112.2,49.3,19.7,8.2,24.7,62.2,133.5,188.3,277.4,1648.9,-51.71666666,-17.91666666
83376,PIRENOPOLIS,GO,285.9,248.6,233.7,146.9,28.4,9,5.7,14.5,49.2,150.8,242.9,310.3,1725.9,-48.96666666,-15.85
83332,POSSE,GO,210.1,218.3,236.6,110.1,25.5,1.6,1.5,7.7,22.6,116.1,211,278.4,1439.5,-46.36666666,-14.1
83470,RIO VERDE,GO,258.6,211.4,267.1,102.3,37.7,14.7,9.9,13.9,49.5,136.2,239,272.6,1612.9,-50.91666666,-17.8
82970,ALTO PARNAIBA,MA,235.4,197.6,256.3,144.6,35.6,2,1.2,4.8,20.7,89.3,156.4,215.5,1359.4,-45.93333333,-9.1
82460,BACABAL,MA,263.8,263.8,390.4,358.4,195,54.6,17.9,14.6,10.6,35.4,67.8,135.3,1807.6,-44.76666666,-4.21666666
82768,BALSAS,MA,195.9,178.9,206,134.8,46,4,2.3,4.2,27.6,98,133.1,201.7,1232.5,-46.03333333,-7.53333333
82571,BARRA DO CORDA,MA,179.8,199,236.8,187.5,69,16.2,6.9,12.3,17.4,37.8,75.7,138.7,1177.1,-45.23333333,-5.5
82765,CAROLINA,MA,268,271.7,296.4,203.5,91,10.1,6.9,8.9,41.4,136.4,151.6,241.9,1727.8,-47.46,-7.33722221
82476,CAXIAS,MA,215.9,242.1,353,298.2,143.3,32.2,16.3,14.9,9.5,25.7,39.3,127.5,1517.9,-43.35,-4.86666666
82382,CHAPADINHA,MA,215.5,276,368.2,344.5,213.6,72.2,32.4,10.3,5.5,15.1,27.3,93.9,1674.5,-43.35,-3.75
82676,COLINAS,MA,195.5,190.3,280.3,205.7,69.9,15.2,6.6,6.9,28.3,69.1,100.2,147,1315,-44.25,-6.03333333
82568,GRAJAU,MA,184.7,213.9,243.5,171.5,41.8,17,2.2,7.3,37.5,53.5,100.8,133.9,1207.6,-46.46666666,-5.81666666
82564,IMPERATRIZ,MA,253,220.7,295.8,206.5,91.9,14.7,6.5,9.1,39,70.8,117.8,190.5,1516.3,-47.48333333,-5.53333333
82280,SAO LUIS,MA,226.4,321.4,462.1,457.6,302,183.4,122.9,30,6.4,4.7,10.5,72.5,2199.9,-44.21666666,-2.53333333
82198,TURIACU,MA,208.5,307.3,458,418.2,301,215.4,155.7,49,15.4,8.9,7.1,53,2197.5,-45.36666667,-1.66666667
82376,ZE DOCA,MA,254.7,296.1,359,346.2,218.2,91.6,47.1,22.5,20.9,31.9,47.9,118,1854.1,-45.65,-3.26666667
83595,AIMORES,MG,145.6,67.4,116.2,52.1,34,13.8,9.9,18.7,29.3,71.9,177.5,188.5,924.9,-41.07749999,-19.49444444
83442,ARACUAI,MG,109.3,78.9,110.2,30.7,15.6,3.5,4.6,6.6,13.9,58,154.3,170.2,755.8,-42.05,-16.83333333
83579,ARAXA,MG,304.3,215.3,192.1,78,49.1,11.4,9.6,17.6,67.7,123.6,193.1,292.4,1554.2,-46.94944444,-19.60555555
83384,ARINOS,MG,186.6,142.3,170.6,65.8,15.1,2.9,5.1,10.5,16.5,69.5,215,280.7,1180.6,-46.10666666,-15.91527777
83582,BAMBUI,MG,296.8,195.3,155.4,71.1,42.3,14.9,11.2,18.1,62.4,113.7,177.5,306.8,1465.5,-46.00888888,-20.0311111
83689,BARBACENA,MG,290.6,156,178.2,65,38.8,17.7,11.9,18.5,76.1,126.7,208.8,269.7,1458,-43.78138888,-21.23972221
83587,BELO HORIZONTE,MG,329.1,181.4,198,74.7,28.1,9.7,7.9,14.8,55.5,104.7,239.8,358.9,1602.6,-43.95222222,-19.93416666
83533,BOM DESPACHO,MG,280.1,170.1,142.3,48.7,36.5,8.9,7.6,13.2,52,115.3,196.1,314,1384.8,-45.367777769999996,-19.71916666
83383,BURITIS,MG,198.6,129.3,177,58.2,22,4.6,1.1,7.5,26.3,83.6,230.7,243.8,1182.7,-46.41666666,-15.61666666
83589,C. DO MATO DENTRO,MG,259.6,128.5,182.3,75.9,24.2,10.2,8.7,10.4,30.1,85.3,236.9,331.8,1383.9,-43.43388888,-19.02055554
83681,CALDAS(P. DE CALDAS),MG,295.3,224.6,187.1,77.9,67,23.8,19.9,29.4,78.9,136.3,174.6,287.3,1602.1,-46.38333333,-21.91666666
83639,CAPARAO,MG,248.7,131.3,165.8,65.2,29.6,14.8,12.1,25.3,39.3,100.5,208.6,281.5,1322.7,-41.9,-20.51666667
83514,CAPINOPOLIS,MG,287.6,224.7,183.8,72.6,38.1,18.3,6.3,13.8,47.9,122.2,168.1,251.3,1434.7,-49.5625,-18.72638889
83592,CARATINGA,MG,220.8,96.7,143.8,70.6,25.6,12.5,6.5,15.5,41.6,80.4,209.1,278.6,1201.7,-42.13694444,-19.73583333
83485,CARBONITA,MG,162.5,99.4,139.4,44.3,11.8,3.8,5,5.6,19.3,90.2,193.8,245.9,1021,-43,-17.53333333
83686,CAXAMBU,MG,324.3,211.4,196.4,72.3,63.4,30,13.3,15.7,83.5,121.3,209.3,333.4,1674.3,-44.93333333,-21.96666666
83613,CORONEL FABRICIANO,MG,239.8,137.1,162.5,66.6,40.6,15.2,7.4,18.1,48.7,108,258.1,312.8,1414.9,-42.63333333,-19.5
83037,CORONEL PACHECO,MG,355.1,195.1,220.6,79.4,42.2,19.5,12.6,17.6,72.3,103.7,206.1,296.4,1620.6,-43.25,-21.56666666
83536,CURVELO,MG,208.8,116.3,154.6,43.1,18.7,6.6,6.2,11.7,19,67.8,191,250.2,1094,-44.45472222,-18.7475
83538,DIAMANTINA,MG,236.7,142.7,185,76.6,22.9,6.3,4.7,13.2,33.1,118.5,232.7,302.9,1375.3,-43.61694443,-18.23888888
83635,DIVINOPOLIS,MG,300.2,167.3,157,51.2,27.3,13.6,7.9,17.3,52,109.7,208.4,296.2,1408.1,-44.87444443,-20.17305554
83438,ENG. DOLABELA (BOCAIUVA),MG,214.6,76.2,117.3,43.7,5.9,7.3,9.6,2.9,23.9,57.6,176.8,206.5,942.3,-43.8,-17.1
83338,ESPINOSA,MG,129.4,80,109.4,40.5,9.3,1.2,1.3,1.8,10.4,48.5,135.1,172.7,739.6,-42.80833333,-14.91222222
83657,FAZENDA MONTE ALEGRE,MG,254.5,236.5,204.4,74.7,77.5,28.2,22.6,18.4,69.1,130,143,246.2,1505.1,-46.36666666,-21.31666666
83581,FLORESTAL,MG,275.5,154.4,185.1,58.5,25.3,12,7.4,12.1,44.5,90.6,208.1,319.9,1393.4,-44.41722221,-19.88527777
83334,FORMOSO,MG,182.8,166.7,198,94.6,18.3,3.5,0.9,4.6,22.4,88.9,205.8,239.2,1225.7,-46.23583333,-14.94944444
83574,FRUTAL,MG,325.1,209.8,209.8,78.7,38.6,20,9.4,16.3,65.4,110,157.8,232.6,1473.5,-48.930277769999996,-20.03499999
83543,GOVERNADOR VALADARES,MG,173,83.5,113,48.8,23.1,13.6,8,13.6,33.9,69.8,170.4,234.9,985.6,-41.93333333,-18.85
83632,IBIRITE,MG,286,165.4,175.3,67.6,29.9,11.7,5.7,13.2,53.3,121.5,205.3,349.9,1484.8,-44.08444444,-20.01611111
83488,ITAMARANDIBA,MG,185.9,104.3,135.7,46.9,12.9,4.1,5.8,8,24.3,98.7,222.5,227,1076.1,-42.85277777,-17.85972222
83521,ITUIUTABA,MG,305.4,193.5,191.9,83.9,37,16.8,6.5,14,49,127.3,161.5,235.4,1422.2,-49.52499999,-18.95277777
83395,JANAUBA,MG,155.2,75.7,113.5,33.8,6.6,1.5,0.6,3.1,8.1,47.6,164.5,170.5,780.7,-43.29694444,-15.8025
83386,JANUARIA,MG,151.3,115.5,147.1,45.2,7.1,2.8,1.1,1.8,9.3,61.1,186.1,219.9,948.3,-44,-15.45
83591,JOAO MONLEVADE,MG,232.8,125.9,193.1,68.5,29.2,14.1,6.3,13.7,43,97.8,250.2,326.7,1401.3,-43.1436111,-19.82388888
83481,JOAO PINHEIRO,MG,261.6,170.6,203.8,63.2,27.9,3.4,6.3,11,28.1,90.2,217.7,276.9,1360.7,-46.17666666,-17.73999999
83692,JUIZ DE FORA,MG,322.1,174.7,221.1,78.6,44.2,20.6,14.1,18.5,69.9,132.1,212.1,316,1624,-43.35,-21.76666666
83452,JURAMENTO,MG,156,105.1,122.1,44.5,10.1,5.2,0.7,1.6,15.9,73.5,195.8,213.1,943.6,-43.66694443,-16.77499999
83032,LAMBARI,MG,319.2,205,196.2,89.6,60.4,31.7,25.1,19.2,95.2,121.3,189.3,302.1,1654.3,-45.31805554,-21.94416666
83687,LAVRAS,MG,272.9,209.5,168.3,57.2,45.7,20.3,11.1,12.9,70.8,114.7,187.7,290.7,1461.8,-45,-21.75
83683,MACHADO,MG,309.1,218.1,199.6,76.3,64.1,18.8,21.9,16.5,83.6,117.1,173.8,257,1555.9,-45.94055555,-21.68138888
83015,MARIA DA FE,MG,295.3,196.3,175.2,83.2,76.3,42,32.5,32.4,93.6,139.2,197.7,283.4,1647.1,-45.37305554,-22.31472222
83389,MOCAMBINHO,MG,149.5,95,112,54.4,7.9,1.7,0.8,1.3,6.7,58.4,153.7,192.8,834.2,-44.01638888,-15.08638888
83388,MONTE AZUL,MG,132.5,95.9,117.3,35.2,5.3,1.2,0.4,1.4,13.1,52.8,138.9,178.1,772.1,-42.86611111,-15.16027777
83437,MONTES CLAROS,MG,191.8,108.7,154.1,38.6,8.8,4.4,0.8,2,20.2,83.1,224.4,249.5,1086.4,-43.8436111,-16.68638888
83694,MURIAE,MG,262.5,156.3,198.5,106.1,50.4,17.1,14.8,25.7,92.7,122.1,243.8,269.6,1559.6,-42.33333333,-21.13333333
83637,OLIVEIRA,MG,279.2,103,164.9,55.3,37.5,15.4,9.4,14,52.6,124.2,182.3,257.2,1295,-44.81666666,-20.68333333
83479,PARACATU,MG,276.9,196,208.3,78.1,20.5,7.3,4.2,14,32.5,105.7,203.1,346.3,1492.9,-46.88166666,-17.24416666
83737,PASSA QUATRO,MG,299.7,194.1,163.1,65.5,60.2,35.1,29.9,17.2,83.4,151.8,173.4,284.9,1558.3,-44.96666666,-22.38277777
83531,PATOS DE MINAS,MG,287,187.2,209.8,62.5,32.1,10.6,2.9,12.1,43.6,94,210.6,311.8,1464.2,-46.43944444,-18.51972221
83393,PEDRA AZUL,MG,113.9,64.2,131.1,61.4,29.7,11.3,11.9,8.4,18,52.3,164.3,187.2,853.7,-41.2811111,-16.01
83483,PIRAPORA,MG,216.2,111.6,139.1,51.1,15,3.7,4.7,6.6,23.2,83.5,218.9,244.5,1118.1,-44.92166666,-17.34916666
83570,POMPEU,MG,250.3,156.2,167.8,49.3,27.2,8,7.4,12.7,30.2,63.7,190.2,276.3,1239.3,-45.00111111,-19.22916666
83061,PONTE ALTA,MG,282.4,146.1,126.7,68.9,32.1,8.2,14.2,17.5,35.5,96.2,231.5,274.3,1333.6,-42.63333333,-19.83333333
83441,SALINAS,MG,136,77.1,136.7,48.4,14.5,3.5,5.1,2.7,18,72.8,176.3,186.1,877.2,-42.28516667,-16.15475
83688,SAO JOAO DEL REI,MG,320.4,183.8,192.9,65.1,41,15.1,11.5,22.4,78.3,129.2,195.5,326.8,1582,-44.26666666,-21.3
83736,SAO LOURENCO,MG,323.9,203.3,188.7,73.9,65.1,27.3,27.2,24.1,83.5,121.3,170.6,286.3,1595.2,-45.01666667,-22.1
83631,SAO S.DO PARAISO,MG,335.5,245.4,203.9,77,65.9,23.7,18,19.8,68.9,148.2,209.8,328.4,1744.5,-47.11666666,-20.91666666
83500,SERRA DOS AIMORES,MG,138.7,68.9,105.5,70.1,38.5,21.9,41.7,21.9,NA,81,166.7,159.9,NA,-40.25,-17.78333333
83586,SETE LAGOAS,MG,260.6,143.3,168.7,51.6,27.8,4.5,6.1,13.1,39.5,87.9,210.4,321.3,1334.8,-44.17416666,-19.48527777
83492,TEOFILO OTONI,MG,127.8,99.5,153.3,78.8,30.4,18.6,25.9,20.3,34.6,72.9,188.7,213.7,1064.5,-41.51666667,-17.85
83577,UBERABA,MG,323.7,238.2,234.6,88.7,45.3,16.6,9.7,20.1,54.6,137.8,180.2,287.2,1636.7,NA,NA
83527,UBERLANDIA,MG,299,201.8,225.5,83.1,33.9,19.2,7.8,15.3,46.4,116.3,215.1,342.7,1606.1,-48.25555555,-18.91722221
